1.529, 0.763, 0.0166666666667, 
1.5135, 0.7555, 0.0166666666667, 
1.467, 0.731, 0.0166666666667, 
1.4825, 0.7365, 0.0166666666667, 
1.461, 0.728, 0.0166666666667, 
1.468, 0.731, 0.0166666666667, 
1.4765, 0.7365, 0.0166666666667, 
1.469, 0.733, 0.0166666666667, 
1.487, 0.741, 0.0166666666667, 
1.4545, 0.7245, 0.0166666666667, 
1.4785, 0.7365, 0.0166666666667, 
1.4975, 0.7465, 0.0166666666667, 
1.4805, 0.7375, 0.0166666666667, 
1.537, 0.765, 0.0166666666667, 
1.474, 0.734, 0.0166666666667, 
1.447, 0.721, 0.0166666666667, 
1.4715, 0.7345, 0.0166666666667, 
1.4885, 0.7405, 0.0166666666667, 
1.4655, 0.7295, 0.0166666666667, 
1.4815, 0.7385, 0.0166666666667, 
1.516, 0.756, 0.0166666666667, 
1.4655, 0.7295, 0.0166666666667, 
1.5055, 0.7495, 0.0166666666667, 
1.458, 0.727, 0.0166666666667, 
1.431, 0.714, 0.0166666666667, 
1.1595, 0.5775, 0.0333333333333, 
1.1695, 0.5825, 0.0333333333333, 
1.191, 0.593, 0.0333333333333, 
1.152, 0.574, 0.0333333333333, 
1.1855, 0.5915, 0.0333333333333, 
1.1605, 0.5775, 0.0333333333333, 
1.1525, 0.5735, 0.0333333333333, 
1.186, 0.59, 0.0333333333333, 
1.164, 0.579, 0.0333333333333, 
1.169, 0.583, 0.0333333333333, 
1.1705, 0.5825, 0.0333333333333, 
1.123, 0.56, 0.0333333333333, 
1.175, 0.585, 0.0333333333333, 
1.133, 0.564, 0.0333333333333, 
1.1375, 0.5675, 0.0333333333333, 
1.192, 0.594, 0.0333333333333, 
1.1935, 0.5945, 0.0333333333333, 
1.178, 0.587, 0.0333333333333, 
1.194, 0.596, 0.0333333333333, 
1.1225, 0.5595, 0.0333333333333, 
1.162, 0.58, 0.0333333333333, 
1.164, 0.58, 0.0333333333333, 
1.1375, 0.5665, 0.0333333333333, 
1.155, 0.576, 0.0333333333333, 
1.129, 0.562, 0.0333333333333, 
1.0445, 0.5205, 0.05, 
0.999, 0.498, 0.05, 
0.962, 0.48, 0.05, 
0.9305, 0.4635, 0.05, 
0.958, 0.478, 0.05, 
0.993, 0.496, 0.05, 
0.9525, 0.4755, 0.05, 
0.9735, 0.4855, 0.05, 
0.9895, 0.4925, 0.05, 
0.964, 0.481, 0.05, 
0.9655, 0.4815, 0.05, 
0.987, 0.492, 0.05, 
0.942, 0.47, 0.05, 
0.975, 0.486, 0.05, 
0.9825, 0.4905, 0.05, 
0.9725, 0.4845, 0.05, 
0.981, 0.49, 0.05, 
0.975, 0.485, 0.05, 
0.995, 0.495, 0.05, 
0.978, 0.488, 0.05, 
0.987, 0.492, 0.05, 
1.004, 0.501, 0.05, 
0.9275, 0.4625, 0.05, 
0.958, 0.479, 0.05, 
0.959, 0.479, 0.05, 
0.851, 0.424, 0.0666666666667, 
0.844, 0.421, 0.0666666666667, 
0.872, 0.436, 0.0666666666667, 
0.8835, 0.4405, 0.0666666666667, 
0.8475, 0.4225, 0.0666666666667, 
0.8795, 0.4385, 0.0666666666667, 
0.8545, 0.4265, 0.0666666666667, 
0.844, 0.421, 0.0666666666667, 
0.8915, 0.4455, 0.0666666666667, 
0.8745, 0.4365, 0.0666666666667, 
0.862, 0.43, 0.0666666666667, 
0.8815, 0.4405, 0.0666666666667, 
0.891, 0.445, 0.0666666666667, 
0.812, 0.405, 0.0666666666667, 
0.8615, 0.4295, 0.0666666666667, 
0.8615, 0.4305, 0.0666666666667, 
0.8725, 0.4355, 0.0666666666667, 
0.8795, 0.4395, 0.0666666666667, 
0.9125, 0.4555, 0.0666666666667, 
0.872, 0.435, 0.0666666666667, 
0.8545, 0.4265, 0.0666666666667, 
0.8605, 0.4295, 0.0666666666667, 
0.851, 0.424, 0.0666666666667, 
0.882, 0.44, 0.0666666666667, 
0.801, 0.4, 0.0666666666667, 
0.7915, 0.3945, 0.0833333333333, 
0.7495, 0.3745, 0.0833333333333, 
0.779, 0.389, 0.0833333333333, 
0.791, 0.395, 0.0833333333333, 
0.844, 0.421, 0.0833333333333, 
0.7765, 0.3875, 0.0833333333333, 
0.807, 0.403, 0.0833333333333, 
0.8025, 0.4005, 0.0833333333333, 
0.8075, 0.4035, 0.0833333333333, 
0.7825, 0.3905, 0.0833333333333, 
0.7845, 0.3915, 0.0833333333333, 
0.8625, 0.4305, 0.0833333333333, 
0.8235, 0.4115, 0.0833333333333, 
0.796, 0.397, 0.0833333333333, 
0.8215, 0.4105, 0.0833333333333, 
0.825, 0.412, 0.0833333333333, 
0.768, 0.384, 0.0833333333333, 
0.821, 0.41, 0.0833333333333, 
0.779, 0.389, 0.0833333333333, 
0.814, 0.406, 0.0833333333333, 
0.8315, 0.4155, 0.0833333333333, 
0.795, 0.397, 0.0833333333333, 
0.777, 0.388, 0.0833333333333, 
0.788, 0.394, 0.0833333333333, 
0.803, 0.401, 0.0833333333333, 
0.6195, 0.3095, 0.116666666667, 
0.614, 0.307, 0.116666666667, 
0.574, 0.287, 0.116666666667, 
0.663, 0.331, 0.116666666667, 
0.75, 0.374, 0.116666666667, 
0.653, 0.326, 0.116666666667, 
0.637, 0.318, 0.116666666667, 
0.6335, 0.3165, 0.116666666667, 
0.607, 0.303, 0.116666666667, 
0.5495, 0.2745, 0.116666666667, 
0.671, 0.335, 0.116666666667, 
0.6555, 0.3275, 0.116666666667, 
0.692, 0.346, 0.116666666667, 
0.669, 0.334, 0.116666666667, 
0.6235, 0.3115, 0.116666666667, 
